airline_sentiment,airline_sentiment_confidence,airline,text
negative,1.0,United,@united #bullying in the #workforce not ok. Get gate agents 2 work as a team. 2 against 1 is never cool. #Delays #flights #UnitedAirlines
negative,1.0,United,"@united &amp; on top of no free tv on the int’l leg, now I’m sitting on the Tarmac in Houston, 70 min past departure w/ another hr plus to go"
negative,1.0,United,@united &lt;&lt;&lt;&lt;&lt;------- shoddy customer service. Of no use whatsoever. #unitedairline
negative,1.0,United,"@united (1/2) thanks, but does not answer my question. I want to make a reservation over the phone in Perth, hold for 24hrs, and have family"
negative,1.0,United,"@united (2/2) It suggests that if can't confirm cert at time of Flight Booking Problems, I should assume that it may never clear. Didn't used to be that way"
negative,1.0,United,@united + that's the gist of what the flight attendant told her.
negative,1.0,United,@united - Going on 3 days (tomorrow) and I still haven't received my bag from my flight to Toronto. Would love to see some seriousness here.
negative,1.0,United,@united - Plane came in with broken seat. Rather than fix it they put a broken sign on it and separated me from my kids.
negative,1.0,United,@united - That time when I spent a night trying to sleep in a toddler bed at the airport Ramada without my luggage you kidnapped #furious
negative,1.0,United,@united - terrible experience on UA415 on 17th. 1st exit row in economy has zero legroom. Have same row booked for return but can't change.
negative,1.0,United,@united - with airport self checkin your only option I'm now your employee. Training was a bitch. Send my paycheck asap.
negative,1.0,United,@united -How is it that all my flight times were changed without any official notification? Almost missed my flight this morning. Not cool!
negative,1.0,United,@united -LGA-ORD UA 711. Did not get agent name. Argument over baggage policy.
negative,1.0,United,"@united ... I want my bag off flight 1142, what do I do now?"
negative,1.0,United,@united ...she could not access seat map so she said she would note the upgrade in my itinerary and to call back Late Flightr...
negative,1.0,United,@united ...she said she would need to get a supervisor. While waiting for the supervisor she hung up on me.
negative,1.0,United,"@united ..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation &amp; his original case back!"
negative,1.0,United,@united 1 refused boarding with Nexus. nexus confirmed she should not be refused
negative,1.0,United,@united 1.75 hour delay. Nothing says sorry like a voucher. Missing time with family. #family #precioustime
negative,1.0,United,"@united 100% I will put together a very serious email, with all the issues that arose on our vacation due to your staff I will post it here"
negative,1.0,United,@united 14 hours after landing in #ATL &amp; I still do not have my bags...which means no clothes or makeup!!! #UnitedAirlines #nothappy
negative,1.0,United,@united 15-hr flight w/broken #Dreamliner media system. Witness #mental #breakdown as we bounce off walls. Remind me why I'm 1K.
negative,1.0,United,@united 15.99 for wireless? Was 6.99 epic #fail . #greedy #piggy you are the worst!
negative,1.0,United,@united 1591 had wi-fi broken on plane. Had same outage on 1618 on Friday. How can Southwest get it right on every plane but United can't?
negative,1.0,United,"@united 18 flights so far this year. 13 delays including 2 Cancelled Flightations. Late Flightst reason, crew needed mandatory sleep. IN MEXICO!"
negative,1.0,United,"@united 1st u delay my flight for mechanical failure,then 2 hrs on the runway, &amp; 13 hrs Late Flightr I'm still here with a lost bag &amp; no resolution"
negative,1.0,United,"@united 2 Cancelled Flighted flights Late Flightr, agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight- now delayed. Now?"
negative,1.0,United,"@united 2/2 Instead, had to wait on plane from Ottawa that never came. Now I'm back home and have to try again tomorrow. Suitcase still lost"
negative,1.0,United,@united 2nd Late Flight flight today
negative,1.0,United,@united 2nd flight in two weeks that you have lost my bag! Taking my 1K status to @AmericanAir #neveragain #WORSTCUSTOMERSERVICE
negative,1.0,United,@united 3 Gate changes in 30 minutes for flight to Roanoke and flight to sous falls in O'hare... Painful
negative,1.0,United,@united 3 hours of sitting in the plane that hasn't left the Gate yet. 6 more hours of actual flying left.
negative,1.0,United,@united 3 hours to rebook but 8 hours l8r the same problem again. Arrive at gate stopped cause now infant is sitting in 4 yr old lap
negative,1.0,United,"@united 3 hrs searching for flts, find 1 on site &amp; can't book the $ offered bc 1 seg isn't really available. #lies #falseadvertising"
negative,1.0,United,@united 3 times I've called customer services each at least 40 mins... Each time cut off by your operators... Why can't you call me back!
negative,1.0,United,@united 3 times my flight has been delayed and I miss my next flight. This time you've lost my baggage. No clean clothes. $337 flight. Thx!
negative,1.0,United,@united 3/10 disappointed in the service. Will be missing my connection after over an hour delay + cramped seats. At least their app is good
negative,1.0,United,@united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing
negative,1.0,United,@united 3359 which you finally Cancelled Flightled.
negative,1.0,United,@united 3875 to Denver which we are supposed to be boarding right now but has yet to land
negative,1.0,United,"@united 3pm and my bags still not here. not even a courtesy toiletries kit. not the flight experience I was expecting, very disappointed."
negative,1.0,United,@united 4 different departure / arrival updates for UA304??? In 1hr. Please!
negative,1.0,United,@united 40+ minutes waiting at the gate for the broken jetway. Different gate maybe?
negative,1.0,United,@united 4840 WTF! Why can't you update your times in a timely manner? You've known the fight was more delayed! Ur service is awful! @CNN
negative,1.0,United,"@united 5 gate changes, two delays. Even the crew thinks the airline sucks"
negative,1.0,United,@united 5.5 hours Late Flightr I've been in transit for a total of twelve hours...please just change the plane on flight 600 this is ridiculous SFO
negative,1.0,United,@united 5.5hrs Late Flightr and you still can't figure it out. Random text updates. #embarrassing #ua3728 http://t.co/vFTUyJh45X
negative,1.0,United,@united 6 minutes to boarding at b12 in Ord. No sign of gate agent. A little help?
negative,1.0,United,@united 768 SFO to BOS and no internet it is 2015 what gives?
negative,1.0,United,@united @FernHeinig18 your delay is due to your own making. We have now been back to the gate multiple times. Maybe take accountability
negative,1.0,United,"@united @FlyEIA yes, they said it took more than an hour!"
negative,1.0,United,@united @JMS2802 : nothing like supporting your own mechanics and maintenance workers...instead United puts out a video of TIMCO doing wifi.
negative,1.0,United,@united @NY_NJairports Only at Newark can you land 15 minutes early but lose all that time waiting on tarmac for a gate.
negative,1.0,United,@united @RobBogart After I waited hours in the airport being told one fib after the other. Why can't UAL be honest with its customers?
negative,1.0,United,@united @ThisIsCoach Every time my united flight got delayed. this is a big frustration.
negative,1.0,United,"@united @TiffanyAndCo @NTrustOpen ah, so that's where the funds to fix the broken plane upon which I sat for 4 hrs on IAH runway went."
negative,1.0,United,@united @bwood we'd prefer everyone hear our complaints amount your airline
negative,1.0,United,"@united @danahajek : she means to say there has been so many complaints today (this week, this month) that she can't respond b/c she's alone"
negative,1.0,United,@united @delta lost my luggage from ATL to hdn luggage in denver and said @united will deliver my luggage to HDN airport claim# hdndl11785
negative,1.0,United,@united @rayja9 flying to las vegas out of Chicago flight is Late Flight and no announcement has been made
negative,1.0,United,"@united @simonroesner you'll need to upgrade the seats too, even in economy plus it's like sitting on a concrete bench."
negative,1.0,United,@united A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn't add up.
negative,1.0,United,"@united A day Late Flightr, one delayed &amp; one Cancelled Flightled flight, I'm at a gate with no seat assign. Lots of standby ppl also waiting."
negative,1.0,United,@united A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient
negative,1.0,United,"@united Actually, the flight was just Cancelled Flightled! http://t.co/Qf0Oc2HqeZ"
negative,1.0,United,@united Airline SUCKS! Customer Service SUCKS! NO courtesy! Incompetent - passengers do NOT matter- Bet the CEO is just doing fine though!
negative,1.0,United,@united All these changes. Way to stick it to your Premiere 1K loyal customers. Why make things harder for those that loyal to you?
negative,1.0,United,@united Also your at-gate monitor showed 23 empty seats
negative,1.0,United,"@united Also, your phone customer service is almost useless. http://t.co/Mb3bJwGOAp"
negative,1.0,United,@united And there is no direct phone number for status match desk? I really regret Flight Booking Problems with @united now.
negative,1.0,United,@united And yet we still haven't left yet and I can't watch my pre-paid DirectTV. #firstworldproblems
negative,1.0,United,@united Another delayed United flight. I should not be this surprised or upset. I'm mostly disappointed I have to Cancelled Flight my trip with my dad
negative,1.0,United,@united Apart from being on hold for over 2 hours and having talked to 5 people and the problem still not resolved!
negative,1.0,United,@united Are your earnings so low that checkin people have to also be on Tarmac loading bags? JAN
negative,1.0,United,"@united Been on hold on the phone for well over half an hour, waiting to make a reservation change I *wanted* to make online. Help!"
negative,1.0,United,@united Been trying since 1230 to file a report.
negative,1.0,United,"@united By the way, a simple apology goes a long way, even if it's a hollow one. It's obvious that you don't care about me or my well-being,"
negative,1.0,United,@united CDG-LAS 42 hours. And my luggage is in SFO. I've been wearing the same clothes for 42 hours. Thank you. #flythefriendlyskies
negative,1.0,United,@united Calls to 800# resulted in 2hrs of hold time &amp; 2day wait to check suspect code share fare. Nothing investigated—my time wasted (2/2)
negative,1.0,United,@united Can i get a refund? I would like to book on a better airline.
negative,1.0,United,"@united Can someone assist me with my DM's? Waiting 1 hour on phone, 2 hours on Twitter."
negative,1.0,United,@united Can you please follow for a Dm on a missing bag?
negative,1.0,United,@united Cancelled Flighted my mileage plus award reservation G6455C same day. Have yet to see my miles back despite agent confirmation.
negative,1.0,United,"@united Cancelled Flightled a flight cause the crew needed sleep.But it's totally okay to wake me up at 3am just to let me know it's Cancelled Flightled, again."
negative,1.0,United,"@united Cancelled Flightled my direct flight Newark-Brussels last night, now 7 hours behind schedule. In EU compensation would be a given, but in US?"
negative,1.0,United,"@united Cancelled Flights flt from EWR. ""No crew"".Tells wife &amp; 4 yr old to ""get to NY to catch @AirCanada"" to YYZ! Good #customerservice is dead."
negative,1.0,United,@united Checking tracing information. You got 2 numbers wrong in my phone number &amp; how did a turquoise duffle bag become a black laptop bag?
negative,1.0,United,@united Connection at ORD was on the exact same plane again. Checked carry-on was apparently taken off &amp; left in Chicago. Pretty ridiculous.
negative,1.0,United,@united Contacted yesterday and was told that there's nothing they can do - they suggested I email for some compensation ??? cust service???
negative,1.0,United,@united DUH and done. bag whereabouts unknown. Greeeaat
negative,1.0,United,@united Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??
negative,1.0,United,@united Did I mention that I was ON THE PLANE so is my luggage. My luggage that I'm not going to have for how many days.
negative,1.0,United,"@united Direct Messaged you, didn't hear anything back"
negative,1.0,United,"@united Disappointed,UNITED did NOT feed small CHILDREN on a 5 &amp; half hour flight (Honolulu to Los Angeles), Appalling, ESP food waspaid for"
negative,1.0,United,@united Do we know why UA5282 is delayed x2)? This is getting crazy. I've already had 2 overnight delays. #UnitedAirlines
negative,1.0,United,@united Does customer care have email or a phone rep that I can speak with? We had so many issues they can't be placed in 2000 characters?
negative,1.0,United,"@united During the same round trip, my NON-English speaking friend was stranded TWICE for 12+ hours each time! Most staff members were rude."
negative,1.0,United,"@united EWR TO MCO made unplanned landing because of pressurization failure. Worst pain I've EVER felt, I thought I was going to pass out"
negative,1.0,United,@united Everyone around us is sitting with their friends and family members. They booked their tickets in October and December. We bought
negative,1.0,United,@united Extremely disappointed in #Flight6831. United left crew and pssgrs stranded in rain @ gate with no cover. Left Psngrs 2 depart plane
negative,1.0,United,@united FAIL You Cancelled Flightled our flight frm GJT and then used our reserv home to IAH (from SEA) for reFlight Booking Problems w/out OUR PERMISSION!! #PH6RPS
negative,1.0,United,@united FLT 3444 delayed because of maintenance - that's fixed but can't board because flight crew didn't stay in boarding area #fail
negative,1.0,United,@united FYI: continuous texts and emails I am getting about the delay while held captive on the tarmac are not that helpful.
negative,1.0,United,@united Filled out at the airport as part of a long day made longer.
negative,1.0,United,"@united First complaint filed on Feb 11th, over 10 days now and still no response....disappointed but not surprised...."
negative,1.0,United,@united Flight 512 had sime of the rudest flight attendants. I was run over by the drink card and had a flashlight dropped on me. #noapology
negative,1.0,United,@united Flight 683 last night was #bad4business. Will be a long time before I recommend United to anyone.
negative,1.0,United,@united Flight Cancelled Flightled to BDL and stranded @Dulles_Airport. Waiting almost 2hrs at customer service. Shout out to diligent agents.
negative,1.0,United,@united Flight UA1665 got delayed 2 hours due to a mechanical issue...could use a free drink or 3 to make up for this inconvenience
negative,1.0,United,@united Flight delayed 40 minutes in ORD because plane didn’t have all the food. That should be fixed in the future. It’s a dumb delay.
negative,1.0,United,@united Flight has been delayed for another hour so only have 24 mins to transit at LAX... Extremely unlikely I will make it!
negative,1.0,United,@united Flight:UA1750 is basically a prison on the runway @ SFO 6delays 4hrs of sitting no water no answers. reminded y I hate this airline
negative,1.0,United,"@united Friend stuck in bus on runway at PEK with two small kids no customer service, no explanation, kids crying, awful service."
negative,1.0,United,"@united Great! I'm guessing you were Late Flight to open, service is horrible, you're overcharging, and don't care that everyone is miserable."
negative,1.0,United,@united Hate when I get bumped out of the seat I've selected (&amp; empty row) and moved to another seat (non-empty). #1K #flt803 #nonupgrade!
negative,1.0,United,@united Hello United. You should take care of your call center in Mexico City Office. Terrible attitude from the lady who was helping me.
negative,1.0,United,@united Help! My girlfriend Amy Lloyd is going to miss our flt to Zurich bc of your fault. She needs a golf cart to meet her at ORD (1)
negative,1.0,United,@united How can you not know where my bags are? You knew where they were 6 hours ago. You are killing me! Worst service. Ever.
negative,1.0,United,@united How do I formally complain about your customer service handler who misconnected me. I was denied boarding &amp; I now lost my bag. Help!
negative,1.0,United,@united How do I get reimbursed for hotel and taxis for the Cancelled Flightation?
negative,1.0,United,"@united How is this considered ""on time"" if it's arriving at destination half hour Late Flightr than scheduled? http://t.co/YMFTw1uyHr"
negative,1.0,United,@united I am a comedian and I promise I will make fun of you on stage tonight.
negative,1.0,United,@united I am calling to check on a future flight and your first agent hung up and now you sent me to the pet travel line!! This is HELL!!
negative,1.0,United,@united I am furious. You're firm is a disgrace. Despite all our efforts you did zero to protect our daughter. All alone at night # United
negative,1.0,United,@united I am signed up for notifications. This is the first trip I was not updated on. Not sure why this happened.
negative,1.0,United,@united I assume that would be for the other 300 people who have been let down by United? What's worse is plane is here but crew can't fly!!
negative,1.0,United,@united I attempted to book a ticket 3 times and kept getting a 'error' message. I hope you didn't still charge me.
negative,1.0,United,@united I bet @SouthwestAir doesn't turn a thirty minute delay on an original flight into a 7+ hour delayed arrive time
negative,1.0,United,"@united I can't even fit my name on the first two lines, yes... Please do pass on feedback. This is a big downgrade from previous years."
negative,1.0,United,"@united I can’t go back to the airport, I’m working, and won’t have time. Are you telling me there is seriously no other way?"
negative,1.0,United,@united I did they did not. I did submit a complaint on line and never heard back from that - I don't have that ID- you should find it
negative,1.0,United,@united I did... no response back
negative,1.0,United,@united I don't know my flight details bc I need to explore some options which I'm unable to do bc the site won't let me.Seems to be ongoing
negative,1.0,United,@united I don't need to make any changes. I reserved my seats when I bought my tickets and there was an error &amp; now there are no comp seats
negative,1.0,United,@united I flew back w other company since United didnt have an earlier flight
negative,1.0,United,@united I guess. But what is the excuse for understaffed costumer services? 3 people had to deal with lots of angry passengers. Weather too?
negative,1.0,United,@united I have been denied. Not sure how you charge $150 one way then $25 on way hime
negative,1.0,United,@united I have been given a connection with 2 overnight layovers. No vouchers. Last connection not even confirmed.
negative,1.0,United,"@united I have tried and you have failed. Still no wifi ever, last row in the middle and I fly every week. Thanks for nothing."
negative,1.0,United,@united I hope your corporate office is ready to deal with the rage created by your shitty service and bullshit pilots. #UnitedAirlinesSucks
negative,1.0,United,@united I just checked my united app and the most valuable use of this app has been removed. I can no longer see the status of my equipment?
negative,1.0,United,@united I knew I should've flew @VirginAmerica lol
negative,1.0,United,@united I know I can see that too but now estimated time of dep. is 10am. I don't understand why there wasn't a better estimate 3 hrs ago
negative,1.0,United,@united I know where to check. My complaint is my ticket said dinner when I booked now it's changed to refreshments. Where's my refund?
negative,1.0,United,"@united I know. I’m sure you hear it all the time — don’t like the new seats. I’m a small guy, 5’ 6” and I feel the new planes are tight"
negative,1.0,United,@united I like delays less than you because I'm the one on the plane. Connect me with a voucher
negative,1.0,United,"@united I log in, view reservations, try view specific reservation &amp; takes me back to login page,"
negative,1.0,United,"@united I requested an online refund option they denied saying the ticket was used, hope they understand the problem from your approach"
negative,1.0,United,@united I send an email about my bad experience and you send back a generic response. Yet another reason why I'll never fly with you again.
negative,1.0,United,@united I sent a PM over two weeks ago and have heard nothing! #horribleservice #unitedsucks
negative,1.0,United,@united I sent a message. It's very irresponsible that my suitcase cannot be found. This is truly worst service ever... #fedup #disastrous
negative,1.0,United,@united I sure did. I had to drive a total of 3 hours to get my own bag. I'd like to explain that debacle but no one wants to talk to me.
negative,1.0,United,@united I tried 2 DM it would not go thru... not sure why
negative,1.0,United,@united I used to be a committed #ContinentalAirlines flyer until merger. I remember now why I switched to @SouthwestAir #CommunicationFail
negative,1.0,United,@united I usually like flying with you guys but $200 fee to use my credit seems ridiculous #notcool #exhorbitantfees
negative,1.0,United,@united I was denied getting on the plane w/o getting the chance to prove it fits. I'm not a rookie. Read my bio.
negative,1.0,United,@united I was not looking for the fare to be returned on the companion flight. don't understand why an additional $200 fee was necessary.
negative,1.0,United,@united I was originally trying to share details but the link Jimmy Samartzis Vice President - Customer Experience sent me expired.
negative,1.0,United,@united I was patient when they refused to switch my flight Bc of my checked bag then Cancelled Flightled the one I was on
negative,1.0,United,@united I was rebooked thru SFO but arrive 9 hours Late Flight and miss activities. I asked to fly today with stop over. Was told I'd have to pay.
negative,1.0,United,"@united I was told it was due to be on UA23 which flies direct to Dublin, so why did it go to London? This is a complete shambles!"
negative,1.0,United,@united I wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit
negative,1.0,United,@united I will not be flying you again
negative,1.0,United,@united I will! On @AmericanAir @SouthwestAir @Delta or @JetBlue all of which will be getting my business. #unfriendlyskies #unbelievable
negative,1.0,United,@united I would appreciate a response regarding the pressurization failure on flight 1109. You seem to be responding to less serious issues
negative,1.0,United,@united I would have made it if you hadn't already booked me on another flight and Cancelled Flighted my original reservation.
negative,1.0,United,@united I would like a supervisor to talk to. Now we are waiting for a flight attendant as one just walked off &amp; left http://t.co/IpaamZT7Z2
negative,1.0,United,@united I would like your baggage damage number as well! Another great thing from your 'trained' staff! Whats the number please.. Claim time
negative,1.0,United,@united I'd thank you - but you didn't help. taking 6 hours to reply (so I get a message in the middle of the night) isn't actually helpful
negative,1.0,United,@united I'm a minor and freaking out bc I might not make my connecting flight to Hawaii so yes I'm frustrated
negative,1.0,United,"@united I'm aware of the flight details, thanks. Three hours Late Flight a crew that could not give less of a shit"
negative,1.0,United,@united I'm familiar with the procedure. It wouldn't be the first time #UnitedAirlines lost one of my bags. #unhappytraveler
negative,1.0,United,"@united I'm in Denver, my bag is in San Jose. See something wrong here."
negative,1.0,United,@united I'm not know if the seats are actually narrower than other seats but they feel like it. Or maybe I'm extra bloated.
negative,1.0,United,"@united I'm not sure how you can help. Your flight experience is terrible, planes are dirty and staff is rude. Start over perhaps?"
negative,1.0,United,@united I'm not sure why I expected anyone to be here http://t.co/bnFlHPXtmw
negative,1.0,United,"@united I'm not this person, but I've been sitting in Denver for three hours and all I want to do is get on a plane. Please let me go home."
negative,1.0,United,@united I'm on UA1118 and my direct tv isn't working. How do I avoid this in future?
negative,1.0,United,@united I'm on hold for the 4th time waiting for you to resolve and issue with a flight for my 6-year-old son. #terribleservice #NoService
negative,1.0,United,"@united I'm on one of your 757-300 between JFK and LAX.When r u upgrading planes?Plane has no Screens,lousy seats And that's in UnitedFirst."
negative,1.0,United,@united I'm over you. Evry 1st flight I take w/ you is delayed &amp; evry 2nd is on time so its missed evry time. #lastflightofthenight #breakup
negative,1.0,United,@united I'm rebooked on a flight tomorrow even though I had 1st class seat orig I have a lousy coach seat
negative,1.0,United,"@united I'm saying I made the flight but with poor/non-communication, unaccounted for lost time &amp; lots of frustrated flyers standing around"
negative,1.0,United,@united I'm seeking to go 2 client. B/c u cant get me there I need refund. I filled out form not confident it works if past is an indication
negative,1.0,United,@united I'm so frustrated and nervous because of this.
negative,1.0,United,@united I'm sure you will offer me nothing for the inconvenience you have put me through TWICE this month. Tweets don't cut it
negative,1.0,United,@united I'm trying your WiFi on UA1616. But sorry it really slow. Even #Spotify lagging and that isn't a hard stream.
negative,1.0,United,@united If United loses your baggage they will get it to the airport in the country your in and then it disappears!
negative,1.0,United,"@united If a business decision is made that inconveniences and possibly causes lost customers, is it a good business decision? #Cranky"
negative,1.0,United,@united If you follow me I will DM you my phone # which you can call.
negative,1.0,United,"@united In ORD, waited 20 min after crew members left before gate items came. Flight attendant sarcastically said good luck and walked away."
negative,1.0,United,@united Is flight 5001 really going to leave Newark today? If not tell us now and I will rent a car. I do not want to end up stranded.
negative,1.0,United,@united Is flight 746 going to sit on the tarmac FOREVER?????????
negative,1.0,United,"@united It's an incredibly easy fix, but you would rather stay in your comfort zone, while I get forced out of mine."
negative,1.0,United,"@united It's still a valid flight. Just seems strange to delay for Late Flight inbound crew, 7 hours from now, when the plane is already here."
negative,1.0,United,"@united It's taken ~3 weeks for Cust Care to respond to Case #8477733, requesting a refund for wi-fi not working. Where can I get an update?"
negative,1.0,United,"@united It's the horrible attitude from staff after , not just the delay. Not the level of service or respect one expects from United"
negative,1.0,United,@united It's too bad UA has had another unforeseeable operational issue on my return flight.
negative,1.0,United,@united JH: going to process my refund for wifi. its asking for a receipt #? I never received an email- you guys just whacked my credit card
negative,1.0,United,@united JT the issue is with missed connections early gate closings and zero concern from customer service
negative,1.0,United,@united KN: not allowing me to bypass the receipt # on the refund request form. Never received receipt email. charged http://t.co/Cju102xP2k
negative,1.0,United,@united LHR arrival lounge #fail. Waited 20 mins for shower then left to find hotel. U know how many passengers u carry. Planning???
negative,1.0,United,"@united Late Flight to Denver, Late Flight to Newark...let's not even get into the disaster that was checking bags. Unacceptable."
negative,1.0,United,@united Lost bags. Cancelled Flightled flights. Delhi call centers. Poor United staff spread thin and stressed. You name it.
negative,1.0,United,@united Love to report how horrible this flight is to your team. Let's make it worse...as they get to my seat...out of all snacks
negative,1.0,United,@united Male agnt in LAS threatens Canadian cust when cust takes pic of him at gate after agents announce can't help rebook. #friendlyskies?
negative,1.0,United,"@united Marcus helped me - good agent, couldn't fix it. Flight was listed on website, but ""unavailable""to book. False advertising much?"
negative,1.0,United,"@united Midland couldn't get our bags to connect on our Intl flight to Sydney, so have to get em in LA &amp; check em in there."
negative,1.0,United,@united Missing flight attendant = Delayed Flight. Prime example how 1 person impacts 100's of people. HNL -&gt; IAH (UA252) #wastedtime
negative,1.0,United,@united My flight was Cancelled Flighted and I'm needing some help reFlight Booking Problems.
negative,1.0,United,@united My guess:flight is going to be Cancelled Flightled because there are 16 empty seats and those who confirmed are not important. #frustrated
negative,1.0,United,"@united My wife has been on the phone several times for past 3 days, with no result."
negative,1.0,United,@united No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business.
negative,1.0,United,@united No customer service rep could confirm where my bag was &amp; each gave me different info. Ruined 2 events I had today. #disappointed
negative,1.0,United,@united No wonder the cabin is filthy. #badservice
negative,1.0,United,@united Nope - still no one helped me. Giving up on united. #badservice
negative,1.0,United,@united Not fast enough. No excuse for service between big hubs to have such outdated craft. Southwest has wifi. This is awful.
negative,1.0,United,"@united Not sure what happened @ MSP yesterday, but VERY UNHAPPY my bag was not only delayed, but sat at MSP for 8 hrs b4 delivery @ 2:30 am"
negative,1.0,United,"@united Oh, we are sure it's not planned, but it occurs absolutely consistently, it's usually the only YYJ flight that's Cancelled Flightled daily."
negative,1.0,United,@united On top of that I paid for 1st class and my wife got stuck in coach.
negative,1.0,United,@united One of your workers refused to give me her name as a reference for my notes. Her tone &amp; language was very unprofessional.
negative,1.0,United,@united Outbound 2 bags 70 lbs bags Returning home 1 bag 50 lbs. What is your logic? And WHY? Am I writing to a Machine? Human HELP required
negative,1.0,United,@united Over charged me one way for baggage.find out others leaving Pittsburgh with same equipment weren't charged Just hung up on me!!
negative,1.0,United,@united Priceless. United stranded my daughter at O'Hare. United did zero to keep her safe.....alone on a plastic chair for 9h! # United Air
negative,1.0,United,@united Read my bio. See who I work with. I have NEVER encountered this with your airline before. Disappointed is an understatement.
negative,1.0,United,@united Really....you charge me $25 to check a bag and then you put it on a different flight....still Don't have my bag!!!
negative,1.0,United,"@united SF crew lack a lot of customer service, LAX employees are a lot better. Wonder why..."
negative,1.0,United,@united Sandra at ur international checkin counter was rude and offensive. She commented she didn't care if I complained cuz she had 25yrs
negative,1.0,United,@united So they didn't drop my bag overnight &amp; now I'm leaving for a week. This is why you were supposed to hold on to the bag....
negative,1.0,United,@united Still waiting on our bag! Never got delivered yesterday. Can't reach a real person for help. Sending DM with ref number.
negative,1.0,United,@united Stuck on plane for over an hour due to mechanical faults. Any updates please? This happened on way to Newark and now again to LHR...
negative,1.0,United,"@united Thank U for the 1hr delay then boarding us onto a plane that reeks of vomit, flight attendant indicated it wasn't cleaned properly."
negative,1.0,United,@united Thanks but why did this occur? You guys had 3 hours extra to get my bag on due to your delay. So that's 7 hours you had. #fail!
negative,1.0,United,"@united Thanks for nothing. Next time I'll bring a whole extra suitcase for my 1 extra pound. That makes sense, right?"
negative,1.0,United,@united Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....
negative,1.0,United,@united That is not what your reservations desk just told me. They said there were plenty of seats
negative,1.0,United,"@united That's called throwing ""loyalty"" out the window and trying to give less awards."
negative,1.0,United,@united The flight turned around for mechanical reasons on 1/30/15. Never to fly United again as they don't check their planes properly.
negative,1.0,United,@united Then why did your staff refuse to let ME on the earlier flight citing my having checked a bag?!?!
negative,1.0,United,@united There are Exit-Row window shades in approx 11% of the windows of your RJ-145s. &lt;--a frequent flyer http://t.co/aOEaeszDLX
negative,1.0,United,@united They inquire and then do nothing about it...pretend they’re interested. Responded to your DM and no response back...
negative,1.0,United,@united This has been the WORST flight experience I've ever had. Thank you for ending my vacation on such a bad note.
negative,1.0,United,"@united This must be a drone “@united: @KeamBleam We understand your frustration. Our Bag team is working hard to get your bag(s) to you..."""
negative,1.0,United,@united Tks for reply. PSP employees blamed Late Flight departure on POTUS when main reasons were DVR flt Late Flight &amp; insufficient ground crew to handle
negative,1.0,United,"@united Too Late Flight, damage has been done. Easily the worst airline experience of my life. Missed two connecting flights &amp; days of work. #UA49"
negative,1.0,United,@united U kept passengers waiting all night 4 a plane that was being put out of service. Leaving everyone stranded for night. #inexcusable
negative,1.0,United,@united UA1731 - Denver to Austin... Still on the ground...
negative,1.0,United,@united UA1740 just admit you have no clue when flight will leave Denver. #unfriendlyskies
negative,1.0,United,"@united UA5029 from RIC, UA507 from ORD, &amp; UA423 from DEN -ALL DELAYED for non-weather issues. Way to go, youre batting 1.000! But no hotels"
negative,1.0,United,@united UA6002 MLI-&gt;DEN. Will miss connection UA3530 DEN-&gt;YEG due to delay.
negative,1.0,United,@united UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.
negative,1.0,United,@united UNBELIEVABLY DISAPPOINTED. DELAY AFTER DELAY. STOP MESSING WITH MY LIFE.
negative,1.0,United,"@united Useless response. I need a functioning wheelchair, not a customer care form to fill out."
negative,1.0,United,@united WHAT?! Y'all have zero concept of customer service. Oh...and now my connection is delayed too!
negative,1.0,United,@united WTF!?!? Delay after delay. 15 hours YVR to SAN? Unacceptable. Flight Crew Availability is to blame? NEVER AGAIN with @united
negative,1.0,United,@united WTH be honest with your customers. This better be the last change or we are driving home. Has our plane left or not!
negative,1.0,United,@united We waited 40 min for our bags after a 45 min flight #nomorecheckedbags
negative,1.0,United,@united We're hoping to hear from you actually.
negative,1.0,United,@united Well I can tell you that your customer service at RDU airport is horrific but is exception at O'Hare in Chicago.
negative,1.0,United,@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?
negative,1.0,United,@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/oKtUkjY92O (via @ParachuteGuy)
negative,1.0,United,@united What's up with the reduction in E+ on 737-900s? 1K who can no longer confirm E+. Forget upgrades - just want legroom. #unitedfail
negative,1.0,United,@united When will that happen? It really confuses when the 1st content to come on the 6in screens is about how technology forward United is.
negative,1.0,United,@united Where are my bags!!! They weren't in LAX like your promised. 9 out of 10 things today were a mess today because of you.
